task_id,task_type,weather,operator_skill,machine_age,start_hour,estimated_min,actual_min,source
S00842,Trenching,Sunny,Expert,5,11,60,72,synthetic
S00843,Grading,Rainy,Beginner,1,12,45,63,synthetic
S00844,Material Loading,Rainy,Expert,3,7,40,46,synthetic
S00845,Grading,Sunny,Intermediate,1,9,50,52,synthetic
S00846,Earth Excavation,Sunny,Expert,6,12,80,73,synthetic
S00847,Demolition,Windy,Beginner,4,10,85,118,synthetic
S00848,Demolition,Sunny,Intermediate,5,15,120,139,synthetic
S00849,Earth Excavation,Cloudy,Beginner,1,15,75,96,synthetic
S00850,Earth Excavation,Sunny,Expert,10,16,50,52,synthetic
S00851,Material Loading,Sunny,Expert,1,13,40,37,synthetic
S00852,Earth Excavation,Windy,Expert,10,9,85,109,synthetic
S00853,Demolition,Sunny,Expert,2,7,115,116,synthetic
S00854,Material Loading,Sunny,Intermediate,1,13,45,47,synthetic
S00855,Trenching,Rainy,Intermediate,2,17,55,74,synthetic
S00856,Grading,Cloudy,Expert,1,10,25,24,synthetic
S00857,Earth Excavation,Rainy,Intermediate,2,9,70,83,synthetic
S00858,Material Loading,Rainy,Beginner,0,16,35,48,synthetic
S00859,Material Loading,Cloudy,Intermediate,7,7,45,50,synthetic
S00860,Demolition,Rainy,Expert,4,16,110,127,synthetic
S00861,Demolition,Sunny,Beginner,9,12,65,99,synthetic
S00862,Grading,Sunny,Expert,8,12,25,27,synthetic
S00863,Demolition,Cloudy,Expert,0,9,70,63,synthetic
S00864,Trenching,Rainy,Beginner,8,12,65,108,synthetic
S00865,Material Loading,Cloudy,Expert,6,7,25,27,synthetic
S00866,Trenching,Sunny,Beginner,7,12,55,81,synthetic
S00867,Grading,Cloudy,Intermediate,9,17,30,36,synthetic
S00868,Trenching,Sunny,Intermediate,7,11,45,51,synthetic
S00869,Demolition,Sunny,Intermediate,10,13,70,83,synthetic
S00870,Material Loading,Windy,Expert,2,7,40,40,synthetic
S00871,Grading,Cloudy,Expert,1,16,35,37,synthetic
S00872,Material Loading,Rainy,Expert,1,13,25,24,synthetic
S00873,Earth Excavation,Cloudy,Intermediate,0,10,75,75,synthetic
S00874,Grading,Sunny,Beginner,9,15,30,42,synthetic
S00875,Grading,Sunny,Expert,8,12,50,49,synthetic
S00876,Material Loading,Rainy,Intermediate,8,8,45,63,synthetic
S00877,Grading,Sunny,Intermediate,6,9,25,28,synthetic
S00878,Demolition,Cloudy,Expert,3,10,60,58,synthetic
S00879,Material Loading,Cloudy,Expert,2,11,35,31,synthetic
S00880,Material Loading,Sunny,Expert,10,10,20,22,synthetic
S00881,Demolition,Cloudy,Intermediate,0,13,135,156,synthetic
S00882,Trenching,Sunny,Expert,5,7,35,33,synthetic
S00883,Earth Excavation,Sunny,Beginner,9,12,80,113,synthetic
S00884,Material Loading,Sunny,Intermediate,1,16,35,32,synthetic
S00885,Grading,Cloudy,Intermediate,2,10,45,49,synthetic
S00886,Grading,Rainy,Expert,8,11,45,49,synthetic
S00887,Trenching,Sunny,Beginner,9,8,40,55,synthetic
S00888,Trenching,Sunny,Beginner,1,16,55,71,synthetic
S00889,Earth Excavation,Cloudy,Expert,1,14,70,63,synthetic
S00890,Demolition,Windy,Beginner,4,12,80,118,synthetic
S00891,Demolition,Rainy,Expert,6,10,130,146,synthetic
S00892,Earth Excavation,Cloudy,Expert,10,12,45,51,synthetic
S00893,Trenching,Sunny,Expert,0,10,70,60,synthetic
S00894,Earth Excavation,Rainy,Beginner,4,7,65,96,synthetic
S00895,Grading,Sunny,Intermediate,5,11,45,47,synthetic
S00896,Demolition,Sunny,Beginner,8,13,75,106,synthetic
S00897,Demolition,Sunny,Expert,2,10,135,132,synthetic
S00898,Demolition,Sunny,Beginner,8,7,85,121,synthetic
S00899,Demolition,Rainy,Beginner,0,13,130,163,synthetic
S00900,Demolition,Cloudy,Expert,7,15,120,120,synthetic
S00901,Grading,Cloudy,Intermediate,1,7,45,50,synthetic
S00902,Material Loading,Sunny,Expert,10,7,45,46,synthetic
S00903,Material Loading,Sunny,Intermediate,5,10,50,48,synthetic
S00904,Trenching,Sunny,Intermediate,2,7,40,42,synthetic
S00905,Trenching,Sunny,Intermediate,1,15,30,31,synthetic
S00906,Material Loading,Rainy,Expert,7,17,40,44,synthetic
S00907,Earth Excavation,Sunny,Beginner,6,14,50,68,synthetic
S00908,Trenching,Cloudy,Intermediate,5,10,30,34,synthetic
S00909,Demolition,Rainy,Intermediate,9,9,70,84,synthetic
S00910,Demolition,Sunny,Intermediate,7,14,65,73,synthetic
S00911,Demolition,Cloudy,Beginner,5,15,135,195,synthetic
S00912,Material Loading,Windy,Intermediate,9,9,45,62,synthetic
S00913,Demolition,Sunny,Expert,1,17,125,112,synthetic
S00914,Trenching,Sunny,Intermediate,4,13,35,36,synthetic
S00915,Grading,Cloudy,Intermediate,8,10,60,76,synthetic
S00916,Demolition,Windy,Expert,1,16,75,84,synthetic
S00917,Earth Excavation,Sunny,Intermediate,6,10,70,76,synthetic
S00918,Material Loading,Cloudy,Intermediate,3,9,35,41,synthetic
S00919,Grading,Sunny,Beginner,6,13,45,64,synthetic
S00920,Demolition,Sunny,Expert,4,10,90,92,synthetic
S00921,Grading,Cloudy,Expert,10,7,35,42,synthetic
S00922,Earth Excavation,Sunny,Expert,6,9,75,74,synthetic
S00923,Earth Excavation,Sunny,Expert,6,17,60,64,synthetic
S00924,Earth Excavation,Cloudy,Intermediate,2,16,50,58,synthetic
S00925,Material Loading,Sunny,Expert,8,16,20,21,synthetic
S00926,Earth Excavation,Sunny,Intermediate,3,14,45,48,synthetic
S00927,Material Loading,Cloudy,Expert,1,11,30,30,synthetic
S00928,Demolition,Sunny,Beginner,7,8,90,119,synthetic
S00929,Demolition,Cloudy,Expert,7,8,60,53,synthetic
S00930,Material Loading,Rainy,Expert,7,17,20,23,synthetic
S00931,Trenching,Windy,Intermediate,3,10,60,69,synthetic
S00932,Trenching,Rainy,Beginner,0,12,45,56,synthetic
S00933,Material Loading,Sunny,Beginner,4,14,40,53,synthetic
S00934,Earth Excavation,Rainy,Intermediate,5,17,60,84,synthetic
S00935,Grading,Sunny,Intermediate,9,10,35,44,synthetic
S00936,Material Loading,Sunny,Expert,5,15,30,32,synthetic
S00937,Trenching,Cloudy,Beginner,0,9,55,80,synthetic
S00938,Material Loading,Sunny,Intermediate,4,11,35,37,synthetic
S00939,Grading,Sunny,Intermediate,8,10,30,33,synthetic
S00940,Trenching,Sunny,Intermediate,1,10,40,39,synthetic
S00941,Earth Excavation,Windy,Expert,4,15,55,61,synthetic
S00942,Earth Excavation,Cloudy,Expert,6,9,40,47,synthetic
S00943,Material Loading,Sunny,Expert,2,7,40,35,synthetic
S00944,Material Loading,Sunny,Beginner,10,9,35,51,synthetic
S00945,Earth Excavation,Windy,Intermediate,2,12,55,59,synthetic
S00946,Grading,Windy,Expert,3,12,60,61,synthetic
S00947,Material Loading,Sunny,Intermediate,7,9,45,49,synthetic
S00948,Earth Excavation,Rainy,Expert,0,14,65,69,synthetic
S00949,Grading,Sunny,Intermediate,8,7,25,27,synthetic
S00950,Material Loading,Cloudy,Expert,6,10,20,24,synthetic
S00951,Demolition,Windy,Intermediate,10,16,140,179,synthetic
S00952,Grading,Cloudy,Expert,4,12,50,51,synthetic
S00953,Grading,Sunny,Beginner,2,8,30,36,synthetic
S00954,Material Loading,Rainy,Beginner,6,11,30,43,synthetic
S00955,Material Loading,Rainy,Intermediate,10,15,20,26,synthetic
S00956,Grading,Cloudy,Intermediate,1,12,45,46,synthetic
S00957,Demolition,Sunny,Beginner,0,7,105,139,synthetic
S00958,Grading,Cloudy,Intermediate,3,14,40,45,synthetic
S00959,Material Loading,Sunny,Intermediate,3,11,40,40,synthetic
S00960,Demolition,Windy,Beginner,2,13,95,130,synthetic
S00961,Earth Excavation,Sunny,Intermediate,7,16,70,82,synthetic
S00962,Material Loading,Sunny,Expert,0,16,20,18,synthetic
S00963,Grading,Sunny,Intermediate,0,10,30,31,synthetic
S00964,Earth Excavation,Rainy,Expert,0,9,70,64,synthetic
S00965,Earth Excavation,Sunny,Expert,1,17,80,80,synthetic
S00966,Grading,Sunny,Expert,8,12,45,46,synthetic
S00967,Trenching,Cloudy,Beginner,10,8,40,57,synthetic
S00968,Trenching,Cloudy,Intermediate,3,11,35,35,synthetic
S00969,Material Loading,Cloudy,Intermediate,3,13,40,42,synthetic
S00970,Material Loading,Sunny,Intermediate,6,8,40,48,synthetic
S00971,Grading,Rainy,Intermediate,1,16,45,47,synthetic
S00972,Earth Excavation,Windy,Intermediate,3,9,75,83,synthetic
S00973,Material Loading,Cloudy,Expert,2,12,30,27,synthetic
S00974,Demolition,Rainy,Beginner,7,12,105,151,synthetic
S00975,Demolition,Rainy,Beginner,10,13,75,119,synthetic
S00976,Material Loading,Sunny,Intermediate,8,8,20,24,synthetic
S00977,Earth Excavation,Sunny,Beginner,0,15,55,74,synthetic
S00978,Material Loading,Sunny,Intermediate,7,8,45,52,synthetic
S00979,Material Loading,Sunny,Intermediate,9,9,45,58,synthetic
S00980,Trenching,Rainy,Expert,9,13,55,64,synthetic
S00981,Trenching,Sunny,Intermediate,8,11,40,51,synthetic
S00982,Demolition,Rainy,Expert,4,7,115,117,synthetic
S00983,Grading,Rainy,Intermediate,0,13,60,64,synthetic
S00984,Demolition,Sunny,Intermediate,3,15,115,111,synthetic
S00985,Demolition,Sunny,Expert,4,16,145,128,synthetic
S00986,Earth Excavation,Sunny,Intermediate,7,8,55,58,synthetic
S00987,Material Loading,Sunny,Expert,0,11,25,24,synthetic
S00988,Material Loading,Cloudy,Intermediate,8,7,20,23,synthetic
S00989,Grading,Sunny,Intermediate,0,12,55,51,synthetic
S00990,Grading,Windy,Beginner,8,9,50,78,synthetic
S00991,Grading,Sunny,Intermediate,6,13,30,31,synthetic
S00992,Trenching,Sunny,Expert,3,16,65,64,synthetic
S00993,Material Loading,Sunny,Intermediate,10,8,30,37,synthetic
S00994,Demolition,Sunny,Intermediate,5,14,90,99,synthetic
S00995,Grading,Sunny,Expert,7,15,30,32,synthetic
S00996,Demolition,Sunny,Intermediate,6,12,120,121,synthetic
S00997,Demolition,Sunny,Expert,9,12,125,134,synthetic
S00998,Material Loading,Windy,Intermediate,4,16,35,42,synthetic
S00999,Material Loading,Cloudy,Intermediate,8,11,35,43,synthetic
S01000,Grading,Sunny,Expert,9,16,45,49,synthetic
S01001,Grading,Sunny,Intermediate,4,16,40,40,synthetic
S01002,Material Loading,Sunny,Beginner,2,8,45,61,synthetic
S01003,Material Loading,Windy,Expert,6,9,30,35,synthetic
S01004,Demolition,Sunny,Beginner,9,11,70,94,synthetic
S01005,Grading,Sunny,Beginner,0,13,25,32,synthetic
S01006,Demolition,Sunny,Expert,7,8,110,107,synthetic
S01007,Material Loading,Cloudy,Beginner,10,13,20,33,synthetic
S01008,Trenching,Sunny,Intermediate,4,10,40,41,synthetic
S01009,Demolition,Sunny,Beginner,4,12,105,139,synthetic
S01010,Earth Excavation,Sunny,Intermediate,4,13,55,61,synthetic
S01011,Trenching,Sunny,Beginner,5,15,30,40,synthetic
S01012,Grading,Sunny,Expert,0,15,55,47,synthetic
S01013,Material Loading,Cloudy,Beginner,0,14,30,39,synthetic
S01014,Grading,Cloudy,Beginner,9,10,50,75,synthetic
S01015,Demolition,Cloudy,Beginner,9,8,115,175,synthetic
S01016,Material Loading,Sunny,Beginner,4,13,35,46,synthetic
S01017,Trenching,Windy,Expert,1,13,65,63,synthetic
S01018,Demolition,Cloudy,Intermediate,6,10,60,68,synthetic
S01019,Trenching,Sunny,Intermediate,7,11,50,50,synthetic
S01020,Grading,Sunny,Beginner,10,8,55,73,synthetic
S01021,Trenching,Cloudy,Beginner,5,7,45,62,synthetic
S01022,Demolition,Cloudy,Beginner,0,13,80,100,synthetic
S01023,Grading,Rainy,Intermediate,0,16,55,53,synthetic
S01024,Material Loading,Cloudy,Expert,1,7,45,47,synthetic
S01025,Grading,Sunny,Expert,4,10,30,26,synthetic
S01026,Trenching,Windy,Intermediate,5,17,45,54,synthetic
S01027,Demolition,Rainy,Intermediate,5,11,95,123,synthetic
S01028,Trenching,Rainy,Intermediate,9,13,35,49,synthetic
S01029,Demolition,Sunny,Expert,2,9,60,56,synthetic
S01030,Earth Excavation,Cloudy,Intermediate,6,11,65,75,synthetic
S01031,Trenching,Rainy,Expert,3,7,55,59,synthetic
S01032,Material Loading,Cloudy,Intermediate,2,14,45,53,synthetic
S01033,Earth Excavation,Windy,Beginner,7,11,70,112,synthetic
S01034,Grading,Sunny,Intermediate,7,8,50,53,synthetic
S01035,Trenching,Sunny,Expert,10,7,45,49,synthetic
S01036,Earth Excavation,Cloudy,Expert,9,9,40,49,synthetic
S01037,Grading,Sunny,Intermediate,2,11,55,59,synthetic
S01038,Trenching,Sunny,Expert,3,13,40,36,synthetic
S01039,Material Loading,Sunny,Intermediate,10,8,20,23,synthetic
S01040,Trenching,Rainy,Expert,0,17,35,39,synthetic
S01041,Trenching,Cloudy,Intermediate,8,9,45,59,synthetic
S01042,Grading,Sunny,Intermediate,10,10,40,48,synthetic
S01043,Demolition,Cloudy,Intermediate,0,12,80,82,synthetic
S01044,Material Loading,Cloudy,Beginner,7,7,20,29,synthetic
S01045,Earth Excavation,Rainy,Beginner,10,13,80,129,synthetic
S01046,Demolition,Cloudy,Expert,3,13,95,97,synthetic
S01047,Demolition,Sunny,Intermediate,8,10,140,143,synthetic
S01048,Earth Excavation,Windy,Intermediate,7,16,85,97,synthetic
S01049,Demolition,Rainy,Intermediate,10,13,135,179,synthetic
S01050,Grading,Windy,Intermediate,3,10,30,30,synthetic
S01051,Earth Excavation,Sunny,Expert,1,15,55,49,synthetic
S01052,Demolition,Sunny,Intermediate,6,11,85,107,synthetic
S01053,Trenching,Cloudy,Beginner,3,17,55,87,synthetic
S01054,Trenching,Cloudy,Expert,0,13,40,37,synthetic
S01055,Material Loading,Cloudy,Expert,0,17,30,30,synthetic
S01056,Demolition,Sunny,Expert,10,9,75,82,synthetic
S01057,Trenching,Sunny,Intermediate,5,7,55,61,synthetic
S01058,Earth Excavation,Sunny,Intermediate,8,13,60,63,synthetic
S01059,Trenching,Sunny,Expert,10,13,30,30,synthetic
S01060,Grading,Rainy,Intermediate,2,15,40,44,synthetic
S01061,Material Loading,Rainy,Intermediate,3,14,20,22,synthetic
S01062,Trenching,Sunny,Expert,7,7,60,65,synthetic
S01063,Grading,Sunny,Expert,7,14,45,49,synthetic
S01064,Earth Excavation,Windy,Expert,4,15,70,74,synthetic
S01065,Grading,Windy,Beginner,6,13,45,64,synthetic
S01066,Grading,Cloudy,Beginner,0,7,35,47,synthetic
S01067,Grading,Windy,Beginner,2,11,55,80,synthetic
S01068,Earth Excavation,Sunny,Intermediate,5,17,80,88,synthetic
S01069,Material Loading,Cloudy,Intermediate,3,9,35,42,synthetic
S01070,Earth Excavation,Sunny,Beginner,8,14,50,72,synthetic
S01071,Demolition,Rainy,Expert,7,7,75,88,synthetic
S01072,Material Loading,Cloudy,Beginner,4,11,30,38,synthetic
S01073,Earth Excavation,Sunny,Intermediate,3,10,60,67,synthetic
S01074,Trenching,Cloudy,Expert,2,9,55,54,synthetic
S01075,Grading,Rainy,Intermediate,5,10,30,37,synthetic
S01076,Grading,Sunny,Beginner,1,15,30,37,synthetic
S01077,Material Loading,Cloudy,Intermediate,3,7,25,26,synthetic
S01078,Material Loading,Sunny,Intermediate,10,12,20,22,synthetic
S01079,Earth Excavation,Cloudy,Beginner,10,17,40,59,synthetic
S01080,Grading,Sunny,Intermediate,0,11,55,56,synthetic
S01081,Trenching,Sunny,Intermediate,5,16,45,47,synthetic
S01082,Earth Excavation,Sunny,Expert,4,15,85,88,synthetic
S01083,Earth Excavation,Sunny,Beginner,2,16,75,90,synthetic
S01084,Grading,Sunny,Intermediate,0,13,40,45,synthetic
S01085,Demolition,Cloudy,Beginner,1,8,75,102,synthetic
S01086,Material Loading,Cloudy,Expert,6,8,25,27,synthetic
S01087,Grading,Rainy,Expert,1,15,50,53,synthetic
S01088,Demolition,Cloudy,Expert,7,7,105,103,synthetic
S01089,Grading,Sunny,Intermediate,10,9,30,35,synthetic
S01090,Material Loading,Sunny,Beginner,0,7,35,46,synthetic
S01091,Demolition,Windy,Beginner,8,16,90,141,synthetic
S01092,Grading,Sunny,Intermediate,10,14,35,46,synthetic
S01093,Demolition,Sunny,Beginner,10,17,85,132,synthetic
S01094,Trenching,Sunny,Expert,6,12,30,31,synthetic
S01095,Material Loading,Sunny,Beginner,0,8,35,43,synthetic
S01096,Demolition,Sunny,Intermediate,7,12,130,148,synthetic
S01097,Grading,Windy,Expert,6,8,35,35,synthetic
S01098,Material Loading,Sunny,Intermediate,3,9,20,20,synthetic
S01099,Material Loading,Windy,Expert,10,10,40,49,synthetic
S01100,Grading,Cloudy,Beginner,9,10,35,48,synthetic
S01101,Trenching,Cloudy,Expert,5,11,60,62,synthetic
S01102,Earth Excavation,Cloudy,Intermediate,4,13,85,92,synthetic
S01103,Material Loading,Cloudy,Beginner,8,14,25,39,synthetic
S01104,Demolition,Sunny,Expert,6,8,85,83,synthetic
S01105,Trenching,Sunny,Intermediate,3,14,65,69,synthetic
S01106,Trenching,Sunny,Intermediate,2,8,65,63,synthetic
S01107,Grading,Sunny,Intermediate,8,9,30,34,synthetic
S01108,Earth Excavation,Cloudy,Expert,3,16,45,48,synthetic
S01109,Earth Excavation,Cloudy,Beginner,2,16,45,62,synthetic
S01110,Material Loading,Sunny,Intermediate,10,14,40,52,synthetic
S01111,Material Loading,Sunny,Intermediate,6,12,45,53,synthetic
S01112,Material Loading,Cloudy,Beginner,6,7,30,40,synthetic
S01113,Trenching,Sunny,Beginner,1,13,55,76,synthetic
S01114,Demolition,Windy,Expert,4,17,105,121,synthetic
S01115,Material Loading,Cloudy,Expert,6,11,35,38,synthetic
S01116,Grading,Sunny,Intermediate,10,14,25,29,synthetic
S01117,Demolition,Rainy,Intermediate,10,13,80,98,synthetic
S01118,Grading,Cloudy,Intermediate,1,13,40,42,synthetic
S01119,Demolition,Rainy,Intermediate,0,7,115,131,synthetic
S01120,Trenching,Sunny,Expert,1,7,45,39,synthetic
S01121,Material Loading,Rainy,Expert,5,7,40,40,synthetic
S01122,Earth Excavation,Rainy,Beginner,0,11,55,72,synthetic
S01123,Demolition,Sunny,Intermediate,10,16,65,85,synthetic
S01124,Grading,Sunny,Intermediate,10,9,45,50,synthetic
S01125,Grading,Rainy,Expert,8,11,50,57,synthetic
S01126,Trenching,Sunny,Expert,10,14,50,52,synthetic
S01127,Material Loading,Rainy,Intermediate,10,13,45,50,synthetic
S01128,Grading,Cloudy,Intermediate,6,16,35,43,synthetic
S01129,Demolition,Sunny,Beginner,9,16,110,170,synthetic
S01130,Demolition,Sunny,Intermediate,9,7,75,89,synthetic
S01131,Grading,Windy,Beginner,2,13,30,43,synthetic
S01132,Trenching,Rainy,Beginner,0,10,50,83,synthetic
S01133,Material Loading,Sunny,Beginner,3,16,45,65,synthetic
S01134,Demolition,Cloudy,Beginner,0,11,65,83,synthetic
S01135,Material Loading,Cloudy,Expert,5,15,45,49,synthetic
S01136,Trenching,Sunny,Intermediate,4,9,70,77,synthetic
S01137,Trenching,Sunny,Expert,8,15,70,71,synthetic
S01138,Trenching,Rainy,Beginner,8,16,30,50,synthetic
S01139,Demolition,Sunny,Beginner,1,10,85,106,synthetic
S01140,Earth Excavation,Sunny,Beginner,5,17,70,105,synthetic
S01141,Demolition,Sunny,Beginner,2,14,120,152,synthetic
S01142,Demolition,Cloudy,Beginner,5,7,130,175,synthetic
S01143,Demolition,Windy,Beginner,2,7,145,207,synthetic
S01144,Trenching,Sunny,Beginner,3,13,60,79,synthetic
S01145,Grading,Sunny,Expert,7,7,40,41,synthetic
S01146,Trenching,Cloudy,Beginner,7,11,60,97,synthetic
S01147,Demolition,Rainy,Intermediate,8,15,115,147,synthetic
S01148,Demolition,Sunny,Intermediate,4,7,80,88,synthetic
S01149,Grading,Sunny,Intermediate,4,17,40,47,synthetic
S01150,Earth Excavation,Sunny,Beginner,0,15,60,77,synthetic
S01151,Demolition,Cloudy,Beginner,8,16,130,190,synthetic
S01152,Trenching,Rainy,Expert,1,13,35,38,synthetic
S01153,Grading,Sunny,Intermediate,9,11,55,67,synthetic
S01154,Grading,Cloudy,Intermediate,3,14,50,57,synthetic
S01155,Grading,Rainy,Expert,8,12,50,55,synthetic
S01156,Grading,Cloudy,Intermediate,6,15,45,56,synthetic
S01157,Material Loading,Sunny,Intermediate,5,14,25,25,synthetic
S01158,Material Loading,Sunny,Expert,5,8,40,37,synthetic
S01159,Grading,Rainy,Intermediate,4,14,30,37,synthetic
S01160,Demolition,Cloudy,Intermediate,2,8,90,87,synthetic
S01161,Demolition,Sunny,Intermediate,2,11,105,102,synthetic
S01162,Grading,Cloudy,Intermediate,1,16,30,32,synthetic
S01163,Demolition,Rainy,Expert,7,17,75,78,synthetic
S01164,Earth Excavation,Sunny,Expert,6,16,40,42,synthetic
S01165,Grading,Sunny,Intermediate,5,13,40,44,synthetic
S01166,Trenching,Cloudy,Intermediate,6,10,55,58,synthetic
S01167,Material Loading,Sunny,Expert,6,14,40,39,synthetic
S01168,Material Loading,Sunny,Expert,1,12,20,20,synthetic
S01169,Material Loading,Sunny,Intermediate,2,10,25,27,synthetic
S01170,Material Loading,Cloudy,Beginner,4,7,40,55,synthetic
S01171,Material Loading,Sunny,Beginner,1,17,20,25,synthetic
S01172,Trenching,Sunny,Beginner,7,15,50,58,synthetic
S01173,Earth Excavation,Sunny,Intermediate,2,16,80,83,synthetic
S01174,Grading,Cloudy,Beginner,2,16,25,35,synthetic
S01175,Earth Excavation,Sunny,Expert,7,17,70,85,synthetic
S01176,Material Loading,Sunny,Expert,6,13,35,34,synthetic
S01177,Demolition,Sunny,Beginner,5,12,130,173,synthetic
S01178,Earth Excavation,Cloudy,Intermediate,5,8,75,92,synthetic
S01179,Grading,Sunny,Beginner,1,17,50,61,synthetic
S01180,Demolition,Sunny,Expert,2,13,85,76,synthetic
S01181,Material Loading,Rainy,Intermediate,2,14,30,36,synthetic
S01182,Grading,Sunny,Beginner,5,9,30,39,synthetic
S01183,Material Loading,Cloudy,Intermediate,9,10,40,51,synthetic
S01184,Material Loading,Sunny,Expert,2,14,30,29,synthetic
S01185,Earth Excavation,Sunny,Intermediate,9,7,40,45,synthetic
S01186,Demolition,Cloudy,Intermediate,2,9,105,111,synthetic
S01187,Earth Excavation,Rainy,Intermediate,3,11,50,58,synthetic
S01188,Grading,Windy,Beginner,7,9,40,59,synthetic
S01189,Trenching,Cloudy,Expert,9,12,40,45,synthetic
S01190,Trenching,Cloudy,Intermediate,7,11,60,73,synthetic
S01191,Material Loading,Cloudy,Beginner,7,8,30,40,synthetic
S01192,Grading,Cloudy,Beginner,1,11,55,78,synthetic
S01193,Demolition,Rainy,Beginner,5,12,130,197,synthetic
S01194,Material Loading,Cloudy,Intermediate,10,16,20,26,synthetic
S01195,Earth Excavation,Rainy,Beginner,10,7,80,133,synthetic
S01196,Material Loading,Sunny,Expert,4,16,20,21,synthetic
S01197,Grading,Windy,Beginner,8,8,55,83,synthetic
S01198,Earth Excavation,Sunny,Beginner,7,8,80,116,synthetic
S01199,Trenching,Cloudy,Intermediate,2,8,35,37,synthetic
S01200,Demolition,Windy,Beginner,1,10,150,235,synthetic
S01201,Demolition,Sunny,Intermediate,8,15,95,109,synthetic
S01202,Demolition,Sunny,Expert,4,12,95,87,synthetic
S01203,Earth Excavation,Sunny,Beginner,2,7,65,86,synthetic
S01204,Demolition,Rainy,Intermediate,1,16,70,81,synthetic
S01205,Demolition,Sunny,Expert,9,10,95,116,synthetic
S01206,Trenching,Sunny,Expert,6,8,45,47,synthetic
S01207,Earth Excavation,Sunny,Expert,1,15,40,37,synthetic
S01208,Grading,Sunny,Intermediate,1,16,45,49,synthetic
S01209,Earth Excavation,Sunny,Intermediate,10,8,40,48,synthetic
S01210,Material Loading,Sunny,Expert,0,15,35,31,synthetic
S01211,Earth Excavation,Cloudy,Intermediate,1,17,45,44,synthetic
S01212,Earth Excavation,Sunny,Intermediate,5,13,65,74,synthetic
S01213,Material Loading,Sunny,Beginner,9,17,45,72,synthetic
S01214,Earth Excavation,Cloudy,Intermediate,6,7,45,52,synthetic
S01215,Material Loading,Sunny,Beginner,0,15,25,32,synthetic
S01216,Grading,Sunny,Beginner,2,7,25,31,synthetic
S01217,Earth Excavation,Sunny,Intermediate,2,10,75,77,synthetic
S01218,Demolition,Sunny,Expert,3,14,105,97,synthetic
S01219,Trenching,Sunny,Intermediate,3,17,40,44,synthetic
S01220,Demolition,Sunny,Intermediate,8,8,75,93,synthetic
S01221,Material Loading,Cloudy,Intermediate,4,15,35,42,synthetic
S01222,Grading,Rainy,Intermediate,3,14,55,58,synthetic
S01223,Demolition,Sunny,Intermediate,6,11,85,98,synthetic
S01224,Trenching,Cloudy,Beginner,0,13,30,36,synthetic
S01225,Earth Excavation,Cloudy,Beginner,7,13,65,93,synthetic
S01226,Earth Excavation,Sunny,Beginner,6,11,75,98,synthetic
S01227,Grading,Rainy,Beginner,6,10,40,65,synthetic
S01228,Demolition,Cloudy,Expert,4,15,95,102,synthetic
S01229,Grading,Rainy,Intermediate,1,9,30,31,synthetic
S01230,Grading,Sunny,Beginner,9,9,45,62,synthetic
S01231,Grading,Rainy,Intermediate,6,8,25,28,synthetic
S01232,Demolition,Cloudy,Intermediate,3,13,150,172,synthetic
S01233,Trenching,Sunny,Intermediate,0,10,35,34,synthetic
S01234,Earth Excavation,Rainy,Expert,3,11,80,90,synthetic
S01235,Demolition,Cloudy,Expert,3,14,80,74,synthetic
S01236,Material Loading,Sunny,Intermediate,3,13,30,32,synthetic
S01237,Material Loading,Cloudy,Expert,1,10,35,38,synthetic
S01238,Material Loading,Cloudy,Beginner,10,16,30,44,synthetic
S01239,Material Loading,Sunny,Expert,9,14,30,35,synthetic
S01240,Material Loading,Sunny,Intermediate,4,7,35,36,synthetic
S01241,Earth Excavation,Windy,Expert,6,17,45,53,synthetic
S01242,Trenching,Sunny,Beginner,5,11,45,67,synthetic
S01243,Trenching,Cloudy,Beginner,9,8,65,105,synthetic
S01244,Grading,Sunny,Beginner,7,7,30,40,synthetic
S01245,Grading,Sunny,Beginner,1,15,40,50,synthetic
S01246,Earth Excavation,Sunny,Intermediate,6,13,40,43,synthetic
S01247,Earth Excavation,Sunny,Intermediate,7,14,40,48,synthetic
S01248,Trenching,Sunny,Expert,5,7,60,54,synthetic
S01249,Earth Excavation,Windy,Intermediate,2,10,65,72,synthetic
S01250,Material Loading,Windy,Beginner,10,17,40,64,synthetic
S01251,Earth Excavation,Cloudy,Beginner,8,10,80,104,synthetic
S01252,Demolition,Cloudy,Intermediate,6,8,75,82,synthetic
S01253,Demolition,Rainy,Intermediate,0,10,65,65,synthetic
S01254,Demolition,Windy,Beginner,9,8,70,107,synthetic
S01255,Earth Excavation,Rainy,Intermediate,9,12,65,89,synthetic
S01256,Demolition,Rainy,Intermediate,3,8,80,83,synthetic
S01257,Trenching,Cloudy,Beginner,2,11,35,45,synthetic
S01258,Trenching,Rainy,Intermediate,9,11,50,70,synthetic
S01259,Material Loading,Rainy,Expert,5,16,30,34,synthetic
S01260,Earth Excavation,Sunny,Intermediate,9,14,80,96,synthetic
S01261,Material Loading,Cloudy,Intermediate,10,15,40,49,synthetic
S01262,Earth Excavation,Sunny,Intermediate,9,12,75,81,synthetic
S01263,Material Loading,Cloudy,Intermediate,6,10,45,52,synthetic
S01264,Demolition,Rainy,Expert,9,10,105,114,synthetic
S01265,Trenching,Rainy,Intermediate,5,16,35,43,synthetic
S01266,Trenching,Sunny,Intermediate,7,9,65,71,synthetic
